rating,votes,service_rating,price,price_discount,warranty,type,model,model_id,release_year,operating_system,game_notebook,form_factor,cover_color,cover_material,body_material,keyboard_layout,numpad_layout,keyboard_backlight,touchpad,fingerprint,mech_keyboard,screen_type,screen_size,screen_res,screen_coat,screen_sensor,screen_frec,screen_bright,screen_ppi,screen_sync,cpu_model,cpu_core,cpu_core_productive,cpu_core_effective,cpu_thread,cpu_freq,cpu_accelerated,ram_type,ram_capacity,ram_freq,gpu_type,gpu_model_int,gpu_model_disc,ssd_volume,hdd_volume,emmc_volume,webcam,mic,card_type,optical_drive,wireless_interface,ethernet_port,video_port,audio_port,usb_type_a,usb_type_c,additional_interfaces,thunderbolt,usb_power_delivery,acc_type,acc_capacity,acc_time,features,specification,depth,width,height,weight,country_of_manufacturer,ram_slots,ram_max_volume,ram_free_slot,second_display,video_port_type,color_manufacturer,tpm_support,ssd_type,seller_warranty,screen_color_depth,adapter_output_power,hdd_spin_vel,gpu_manufacturer,video_type,gddr_volume,freq_with_acc,advanced_features,screen_hdr,power_consumption_max
4.5,13,99.33,37999,37999,12 мес.,ноутбук,ASUS Laptop 15 F515EA-BQ1897W,[90NB0TY1-M00HY0],2021.0,Windows 11 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,37 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",235 мм,360 мм,19.9 мм,1.8 кг,,интегрированная + 1 слот,16 ГБ,1,,HDMI 1.4,,есть,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
4.5,14,98.51,37999,37999,12 мес.,ноутбук,ASUS Laptop 15 F515EA-EJ1437W,[90NB0TY2-M24920],2021.0,Windows 11 Home Single Language,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,200 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,нет,нет,нет,Li-Ion,37 Вт*ч,,сверхтонкая рамка экрана Nanoedge,"документация, адаптер питания",234.9 мм,360.2 мм,19.9 мм,1.8 кг,,1,8 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,NTSC 45%,33 Вт,,,,,,,,
4.5,90,98.73,37999,37999,12 мес.,ноутбук,Acer Aspire 3 A315-56-38W0,[NX.HS5ER.00W],2019.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Core i3-1005G1,2.0,2,нет,4,1.2 ГГц,3.4 ГГц,DDR4,4 ГБ,2133 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,нет,нет,нет,Li-Ion,3320 мА*ч,8 ч,,"документация, адаптер питания",247.5 мм,363.4 мм,19.9 мм,1.9 кг,Китай,1,12 ГБ,1,,,,,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
4.0,5,100.0,37999,37999,12 мес.,ноутбук,Acer Extensa 15 EX215-22-R6JD,[NX.EG9ER.00M],2021.0,Windows 10 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,AMD Athlon Silver 3050U,2.0,2,нет,2,2.3 ГГц,3.2 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,WI-FI 5 (802.11ac),LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Ion,36.7 Вт*ч,9 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,19.9 мм,1.9 кг,Китай,,12 ГБ,,нет,,,,M.2 PCIe,,,45 Вт,,,,,,,,
4.5,5,99.23,37999,37999,12 мес.,ноутбук,Acer Extensa 15 EX215-31-P4MN,[NX.EFTER.00Q],2020.0,Windows 10 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Pentium Silver N5030,4.0,4,нет,4,1.1 ГГц,3.1 ГГц,DDR4,8 ГБ,2133 МГц,встроенный,Intel UHD Graphics 605,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.1",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,нет,нет,нет,Li-Ion,4810 мА*ч,6.5 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,19.9 мм,1.9 кг,Китай,2,,нет,,,,есть,M.2 PCIe,,,45 Вт,,,,,,,,
4.0,1,0.0,37999,37999,12 мес.,ноутбук,HP 250 G7,[197Q3EA],2021.0,Windows 10 Pro,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",HD (1366x768),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Core i3-1005G1,2.0,2,нет,4,1.2 ГГц,3.4 ГГц,DDR4,4 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,128 ГБ,нет,нет,1 Мп (720p),есть,SD,DVD-RW,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Ion,41 Вт*ч,12 ч,,"документация, адаптер питания",246 мм,376 мм,22.5 мм,1.78 кг,,2,16 ГБ,1,,HDMI 1.4b,,есть,M.2 PCIe,,,45 Вт,,,,,,,,
5.0,3,100.0,37999,37999,12 мес.,ноутбук,HP 255 G8,[43W10EA],2021.0,Windows 10 Pro,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,SVA (TN+film),"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Athlon Silver 3050U,2.0,2,нет,2,2.3 ГГц,3.2 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,SD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,,нет,нет,Li-Ion,41 Вт*ч,,поддержка стандарта Miracast,"документация, адаптер питания",242 мм,358 мм,19.9 мм,1.74 кг,,2,16 ГБ,1,,HDMI 1.4b,,есть,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
4.5,92,99.04,37999,37999,12 мес.,ноутбук,HP Laptop 15s-eq1308ur,[3Y1S1EA],2021.0,Windows 11 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,AMD Athlon Gold 3150U,2.0,2,нет,4,2.4 ГГц,3.3 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,SD,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",нет,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,нет,нет,нет,Li-Ion,41 Вт*ч,8.5 ч,,"документация, адаптер питания",242 мм,358.5 мм,17.9 мм,1.69 кг,,2,16 ГБ,нет,,HDMI 1.4b,,,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
4.0,17,99.5,37999,37999,,ноутбук,Lenovo IdeaPad 3 15ALC6,[82KU00HLKG],2021.0,без ОС,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,300 Кд/м²,141 ppi,нет,AMD Ryzen 3 5300U,4.0,4,нет,8,2.6 ГГц,3.8 ГГц,DDR4,4 ГБ,3200 МГц,встроенный,AMD Radeon Graphics,нет,нет,1000 ГБ,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,нет,Li-Pol,38 Вт*ч,7.5 ч,"шторка веб-камеры, клавиатура без русской раскладки","документация, адаптер питания",236.5 мм,359.2 мм,19.9 мм,1.65 кг,,интегрированная + 1 слот,12 ГБ,1,,HDMI 1.4b,,есть,,12 мес.,NTSC 45%,65 Вт,5400 об/мин,,,,,,,
4.5,17,99.57,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 15IGL05,[81WQ0085RU],2021.0,Windows 11 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Silver N5030,4.0,4,нет,4,1.1 ГГц,3.1 ГГц,DDR4,8 ГБ,2400 МГц,встроенный,Intel UHD Graphics 605,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Pol,35 Вт*ч,9.5 ч,"раскрытие крышки на 180 градусов, шторка веб-камеры","документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.85 кг,,интегрированная,8 ГБ,нет,,HDMI 1.4b,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
4.5,15,99.88,37999,37999,,ноутбук,Lenovo IdeaPad 3 15IML05,[81WB011RRK],2020.0,без ОС,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-10110U,2.0,2,нет,4,2.1 ГГц,4.1 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,нет,Li-Ion,35 Вт*ч,9 ч,шторка веб-камеры,"документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4b,,есть,M.2 PCIe,12 мес.,NTSC 45%,45 Вт,,,,,,,,
4.5,4,99.78,37999,37999,,ноутбук,Lenovo IdeaPad 3 15IML05,[81WB011QRK],2020.0,без ОС,нет,классический,синий,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-10110U,2.0,2,нет,4,2.1 ГГц,4.1 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,нет,Li-Ion,35 Вт*ч,9 ч,шторка веб-камеры,"документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4b,,есть,M.2 PCIe,12 мес.,NTSC 45%,45 Вт,,,,,,,,
4.5,20,98.94,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 15IML05,[81WB00T8RK],2021.0,без ОС,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-10110U,2.0,2,нет,4,2.1 ГГц,4.1 ГГц,DDR4,4 ГБ,2666 МГц,дискретный и встроенный,Intel UHD Graphics,GeForce MX130,нет,1000 ГБ,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,нет,Li-Pol,35 Вт*ч,9 ч,"шторка веб-камеры, возможность установки памяти Intel Optane","документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,1,,HDMI 1.4,,есть,,,,65 Вт,,NVIDIA,GDDR5,2 ГБ,1242 МГц,,,
5.0,8,99.57,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 15ITL05,[81X800BYRU],2021.0,Windows 10 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,нет,Li-Pol,35 Вт*ч,5.5 ч,шторка веб-камеры,"документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,Китай,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
5.0,3,100.0,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 15ITL05,[81X800C0RU],2021.0,Windows 11 Home Single Language,нет,классический,синий,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,нет,нет,нет,Li-Pol,35 Вт*ч,5.5 ч,шторка веб-камеры,"документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,Китай,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
5.0,3,100.0,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 15ITL6,[82H802E9RK],2021.0,Windows 11 Home Single Language,нет,классический,серебристый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,нет,Li-Pol,38 Вт*ч,8.5 ч,шторка веб-камеры,"документация, адаптер питания",236 мм,359 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
4.5,6,99.74,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad L3 15ITL6,[82HL008WRU],2021.0,Windows 10 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,2933 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,WI-FI 5 (802.11ac),LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,,нет,нет,Li-Ion,36 Вт*ч,6.5 ч,шторка веб-камеры,"документация, адаптер питания",254.6 мм,363 мм,22.9 мм,2.2 кг,Китай,интегрированная + 1 слот,8 ГБ,нет,,HDMI 1.4,,,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
5.0,1,100.0,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad L3 15ITL6,[81X800J6RU],2021.0,Windows 11 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,8 ГБ,2666 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,нет,нет,нет,нет,Li-Ion,35 Вт*ч,5.5 ч,шторка веб-камеры,"документация, адаптер питания",253.4 мм,362.2 мм,19.9 мм,1.7 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe (2242),,,65 Вт,,,,,,,,
4.5,27,99.88,37999,37999,12 мес.,ноутбук,HP Laptop 17-cp0054ur,[470L6EA],2021.0,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,SVA (TN+film),"17.3""",1600x900,матовое,нет,60 Гц,250 Кд/м²,106 ppi,нет,AMD Athlon Silver 3050U,2.0,2,нет,2,2.3 ГГц,3.2 ГГц,DDR4,4 ГБ,2400 МГц,встроенный,AMD Radeon Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,WI-FI 5 (802.11ac),нет,HDMI,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1 x2,USB 3.2 Gen1,,нет,нет,Li-Ion,41 Вт*ч,6.7 ч,,"документация, адаптер питания",257.8 мм,400.7 мм,20.6 мм,2.2 кг,,2,,1,,HDMI 1.4b,,,M.2 PCIe,,NTSC 45%,45 Вт,,,,,,,,
4.5,43,99.25,37999,37999,12 мес.,ноутбук,Lenovo IdeaPad 3 17ITL6,[82H900A8RU],2021.0,Windows 11 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"17.3""",1600x900,матовое,нет,60 Гц,250 Кд/м²,106 ppi,нет,Intel Pentium Gold 7505,2.0,2,нет,4,2 ГГц,3.5 ГГц,DDR4,4 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,128 ГБ,нет,нет,1 Мп (720p),есть,"SD, MMC",нет,"WI-FI 6 (802.11ax), Bluetooth 5.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,нет,нет,нет,Li-Pol,45 Вт*ч,6.5 ч,шторка веб-камеры,"документация, адаптер питания",274 мм,399 мм,19.9 мм,2.1 кг,,интегрированная + 1 слот,12 ГБ,1,,HDMI 1.4b,,есть,M.2 PCIe,,NTSC 60%,65 Вт,,,,,,,,
4.5,16,100.0,44999,38199,12 мес.,ноутбук,MSI Modern 15 B12M-211RU,[9S7-15H112-211],2022.0,Windows 11 Home Single Language,нет,классический,черный,пластик,пластик,английская/русская,есть,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,,141 ppi,нет,Intel Core i3-1215U,6.0,2,4,8,,4.4 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.2",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen2, USB 2.0 x2",USB 3.2 Gen2,нет,нет,есть,Li-Ion,39.3 Вт*ч,5.7 ч,,"документация, адаптер питания",241 мм,359 мм,19.9 мм,1.7 кг,,интегрированная,8 ГБ,нет,нет,HDMI 1.4,,есть,M.2 PCIe,,,65 Вт,,,,,,,,
4.5,8,100.0,41999,38649,12 мес.,ноутбук,Chuwi CoreBook X 14,,2022.0,Windows 11 Home Single Language,нет,классический,серый,алюминий,алюминий/пластик,английская/русская,нет,одноцветная (белая),стандартный тачпад,нет,нет,IPS,"14""",2160x1440,глянцевое,нет,60 Гц,,185 ppi,нет,Intel Core i3-10110U,2.0,2,нет,4,2.1 ГГц,4.1 ГГц,DDR4,16 ГБ,2400 МГц,встроенный,Intel UHD Graphics,нет,1000 ГБ,нет,нет,1 Мп (720p),есть,microSD,нет,"WI-FI 6 (802.11ax), Bluetooth 5.1",нет,USB Type-C,3.5 мм jack (микрофон/аудио),USB 3.2 Gen1,USB 3.2 Gen1,,нет,есть,Li-Ion,46.2 Вт*ч,,,"документация, адаптер питания",229.5 мм,310 мм,20.6 мм,1.36 кг,,интегрированная + 1 слот,16 ГБ,нет,,,,есть,M.2 PCIe,,sRGB 100%,,,,,,,,,
4.5,124,99.8,42999,38999,12 мес.,ультрабук,HUAWEI MateBook D 14 NbD-WDI9,[53013ERK],2022.0,Windows 11 Home Single Language,нет,классический,серебристый,алюминий,алюминий,английская/русская,нет,одноцветная (белая),стандартный тачпад,есть,нет,IPS,"14""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,157 ppi,нет,Intel Core i3-1115G4,2.0,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1",USB 3.2 Gen1,,нет,есть,Li-Pol,56 Вт*ч,10 ч,датчик Холла,"документация, адаптер питания",214.8 мм,322.5 мм,15.9 мм,1.38 кг,,интегрированная,8 ГБ,нет,,HDMI 1.4b,,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
5.0,8,100.0,38999,38999,12 мес.,ноутбук,Acer Extensa 15 EX215-52-36UB,[NX.EG8ER.005],2021.0,Linux,нет,классический,черный,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,220 Кд/м²,141 ppi,нет,Intel Core i3-1005G1,2.0,2,нет,4,1.2 ГГц,3.4 ГГц,DDR4,8 ГБ,,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,0.3 Мп (480p),есть,нет,нет,"WI-FI 5 (802.11ac), Bluetooth 4.2",LAN 1 Гбит/с,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",нет,,нет,нет,Li-Ion,37 Вт*ч,8 ч,,"документация, адаптер питания",250.5 мм,363.4 мм,19.9 мм,1.9 кг,,интегрированная + 1 слот,12 ГБ,нет,,HDMI 1.4,,есть,M.2 PCIe,,,45 Вт,,,,,,,,
4.5,472,99.58,42999,38999,12 мес.,ультрабук,HUAWEI MateBook D 15 BOD-WDI9,[53013ERV],2022.0,Windows 11 Home Single Language,нет,классический,серебристый,алюминий,алюминий,английская/русская,нет,нет,стандартный тачпад,есть,нет,IPS,"15.6""",Full HD (1920x1080),матовое,нет,60 Гц,250 Кд/м²,141 ppi,нет,Intel Core i3-1115G4,2.0,2,нет,4,3 ГГц,4.1 ГГц,DDR4,8 ГБ,3200 МГц,встроенный,Intel UHD Graphics,нет,256 ГБ,нет,нет,1 Мп (720p),есть,нет,нет,"WI-FI 6 (802.11ax), Bluetooth 5.1",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 3.2 Gen1, USB 2.0 x2",USB 3.2 Gen1,,нет,есть,Li-Pol,3665 мА*ч,8.5 ч,"быстрая зарядка, шторка веб-камеры, NFC","документация, адаптер питания, кабель USB Type-C",229.9 мм,357.8 мм,16.9 мм,1.53 кг,,интегрированная,8 ГБ,нет,,,,есть,M.2 PCIe,,NTSC 45%,65 Вт,,,,,,,,
1.5,6,97.24,38999,38999,,ноутбук,Lenovo IdeaPad 3 17IML05,[81WC00B1RU],2020.0,Windows 10 Home Single Language,нет,классический,серый,пластик,пластик,английская/русская,есть,нет,стандартный тачпад,нет,нет,TN+film,"17.3""",1600x900,матовое,нет,60 Гц,250 Кд/м²,106 ppi,нет,Intel Pentium Gold 6405U,2.0,2,нет,4,2.4 ГГц,нет,DDR4,4 ГБ,2400 МГц,встроенный,Intel UHD Graphics,нет,нет,1000 ГБ,нет,0.3 Мп (480p),есть,"SD, MMC",нет,"WI-FI 6 (802.11ax), Bluetooth 5.0",нет,HDMI,3.5 мм jack (микрофон/аудио),"USB 2.0, USB 3.2 Gen1 x2",нет,,нет,нет,Li-Ion,42 Вт*ч,9 ч,шторка веб-камеры,"документация, адаптер питания",281.25 мм,402 мм,19.9 мм,2.2 кг,,интегрированная + 1 слот,8 ГБ,1,,HDMI 1.4b,,есть,,12 мес.,NTSC 45%,45 Вт,5400 об/мин,,,,,,,
